year,month,day,title
2017,9,7,Disney streaming service to get 'Star Wars' and Marvel
2017,9,5,Washington linebacker Ben Burr-Kirven chases passions in football and on film
2017,9,5,'Star Wars Episode IX' loses director Colin Trevorrow
2017,9,5,Lego looks wobbly after building itself high
2017,9,3,Star Wars drones lead ‘The Last Jedi’ toy blitz
2017,9,1,5 movies open Sept. 1; ‘Search for Life in Space’ comes Sept. 5
2017,8,31,"Not droids: ""Star Wars"" fighting drones hitting the air View"
2017,8,31,"Community calendar: festivals, fairs and more"
2017,8,30,Did 'Thelma & Louise' move the needle for female-led films?
2017,8,30,"Mark Hamill on Luke Skywalker's return, losing Carrie Fisher"
2017,8,27,Fall movie preview: Hollywood confronts the Trump era View
2017,8,27,"As the hashtag celebrates its 10th birthday, are we #blessed?"
2017,8,25,Players Weekend means Yankees break with uniform tradition View
2017,8,24,"Community calendar: festivals, fairs and more"
2017,8,24,Star Wars toy launch to unveil new 'Last Jedi' character
2017,8,23,Trump administration calls out Egypt on human rights
2017,8,22,Visual-effects wizard looks back as ‘Terminator 2’ returns in 3D Watch
2017,8,17,"Community calendar: festivals, fairs and more"
2017,8,16,Funko fans will flock to new flagship store in downtown Everett
2017,8,16,"‘Brigsby Bear’ review: Lonely superfan meets world in sweet, funny tale Watch"
2017,8,14,"Lots of high-tech factory jobs in U.S., but skilled workers are lacking View"
2017,8,12,"It’s time to stop this WAR, Edgar Martinez objectively belongs in Hall of Fame"
2017,8,11,The TV-streaming paradox: Why you may miss the cable bundle
2017,8,11,It’s tough to be Ray: Liev Schreiber digs into the highs and lows of his Showtime role
2017,8,11,Amazon’s robots: job destroyers or dance partners? Watch
2017,8,10,"Q&A: Samuel Jackson on race, Trump and loving his job"
2017,8,10,"Community calendar: festivals, fairs and more"
2017,8,8,"Disney dumps Netflix for own service, plans online ESPN"
2017,8,8,"Disney to launch streaming services for movies, live sports"
2017,8,8,"ESPN, facing headwinds, might still reverse its slide"
2017,8,4,Finding peace in nature after war
2017,8,2,Next big leap for Apple? - augmented reality
2017,8,1,Sounders’ Cristian Roldan remembers the sacrifices his parents made in Pico Rivera
2017,8,1,Apple's next big leap might be into augmented reality
2017,7,29,Tree tents get campers off the ground and into the air
2017,7,28,Tree tents get campers off the ground and into the air
2017,7,27,Trump transgender ban nod to Christian conservatives
2017,7,24,"Hasbro profit rises, but revenue misses expectations"
2017,7,23,'Star Wars' fan clubs honor Carrie Fisher at Comic-Con
2017,7,21,"Community calendar: festivals, fairs and more"
2017,7,21,Game of Thrones' Sophie Turner says Sansa is 'woke now'
2017,7,21,How Chris Colfer went from 'Glee' to author of books for middle-schoolers
2017,7,21,A look at plans for new rides and more at Disney parks
2017,7,20,"Now streaming: ‘Rogue One: A Star Wars Story,’ ‘Miss Sloane’ and, of course, ‘Game of Thrones, Season 7’"
2017,7,19,"Inside Comic-Con’s Hall H, the most important room in Hollywood"
2017,7,19,Rey finally gets place in Star Wars Monopoly sets sold in US
2017,7,18,Besson hopes 'Valerian' is a remedy for your sequel fatigue
2017,7,15,Disney Parks name Star Wars lands Galaxy's Edge
2017,7,15,'Infinity War' upstages 'Star Wars' at star-studded fan expo
2017,7,14,Mark Hamill and Carrie Fisher honored as 'Legends' by Disney
2017,7,14,Tick-Tock: Christopher Nolan on the rhythm of 'Dunkirk'
2017,7,14,3 movies open July 14; here’s how they rate
2017,7,13,Hawaii soldier held without bail on terrorism charges View
2017,7,12,‘Score’ review: This look at film music hits enjoyable notes Watch
2017,7,12,"Where's Rey? Despite Monopoly maker's promise, still missing"
2017,7,11,‘Valerian and the City of a Thousand Planets’ review: It boldly goes where better films have gone before Watch
2017,7,10,"MLB looks to Harper, Trout, Judge to connect with fans View"
2017,7,10,"From Gollum to Caesar: Andy Serkis, the actor behind the ape"
2017,7,6,"Community calendar: festivals, fairs and more"
2017,7,5,Movie studios’ foreign sales turn box-office kryptonite into wins
2017,7,3,"Loss, service, patriotism, resistance: Veterans’ tattoos speak loudly"
2017,6,29,9 sunny new novels for beach reading
2017,6,29,"Community calendar: festivals, fairs and more"
2017,6,28,R2-D2 droid used in Star Wars films sells for $2.76m
2017,6,27,"TV, films turning to young girls for their new action stars"
2017,6,27,LA City Council oks plans for George Lucas museum
2017,6,27,"New on Amazon in July: ‘The Salesman,’ ‘Miss Sloane,’ ‘Benjamin Button’"
2017,6,27,"New on Netflix in July: ‘Rogue One,’ ‘Lion,’ ‘Friends From College,’ ‘Castlevania’"
2017,6,26,Code.org takes computer science into middle schools
2017,6,25,"Despite demons, Carrie Fisher helped many fight theirs"
2017,6,23,Ron Howard hopes to honor 'great work' done on Han Solo film
2017,6,22,Where to watch outdoor movies in Seattle and around Puget Sound
2017,6,21,It's Pride weekend! Seattle events will celebrate diversity and community
2017,6,20,Star Wars' Han Solo spinoff film loses directors
2017,6,19,Coroner: Cocaine among drugs found in Carrie Fisher's system
2017,6,16,Coroner: Sleep apnea among causes of Carrie Fisher's death
2017,6,13,"R2-D2, lightsaber: Force is strong in this Star Wars auction"
2017,6,12,Defense chief 'shocked' by poor state of US combat readiness
2017,6,7,Universal's 'The Mummy' kicks off push for new film universe
2017,6,3,Film about Czar’s affair with ballerina kicks off cultural warfare in Russia
2017,6,3,‘It’s so obvious he’s lying’: March for Truth supports investigation into Trump’s Russia ties View
2017,6,1,"Reynolds, Fisher collectibles up for auction, home for sale"
2017,5,31,Newcomers to Cavs-Warriors rivalry embrace Finals
2017,5,30,Trump pays somber tribute to fallen troops on Memorial Day View
2017,5,29,Memorial Day: The number of Americans who have died in battle since the Revolutionary War
2017,5,29,Trump honors fallen and families in Memorial Day address View
2017,5,28,"To many Americans, Memorial Day has lost its meaning"
2017,5,26,US plans test of defense system to shoot down an ICBM
2017,5,26,'Property Wars' star facing trial for wire fraud in Phoenix
2017,5,26,"Leery of North Korea, US plans first test of ICBM intercept"
2017,5,26,Saldana and Del Toro help open new Disney 'Guardians' ride
2017,5,25,'Star Wars' 40th anniversary: Readers share memories of seeing film for the first time
2017,5,25,Zuckerberg urges Harvard grads to build a world of 'purpose' View
2017,5,22,What was that glowing orb that Trump touched in Saudi Arabia?
2017,5,18,Chinese Theatre marks 90 years as Hollywood glamour hotspot View
2017,5,14,Former burger flipper at Magic Mountain is now the boss
2017,5,13,Disney’s big bet on ‘Avatar’ theme park is a real moonshot
2017,5,12,Don't call me Caitlyn: Baby name plunges in popularity
2017,5,11,"Star wars: LeBron, Durant moving toward NBA Finals reunion"
2017,5,11,"Community calendar: festivals, fairs and more"
2017,5,10,Disneyland was born on paper over a marathon weekend in 1953
2017,5,9,Remember 'Avatar'? Disney sure hopes you do
2017,5,8,A look at Disney World's new Pandora-World of Avatar land View
2017,5,5,Canada's Trudeau sports Star Wars socks on May the 4th
2017,5,4,The dark side of May 4: Storm trooper causes alarm at school
2017,5,4,Happy Star Wars Day: May the Fourth Be With You Watch
2017,5,1,Tokyo jeweler offers gold Darth Vader masks for $1.4 million
2017,4,30,‘Black Book’ tops fiction best-sellers
2017,4,28,Your guide to the major summer movies of 2017
2017,4,27,"Now streaming: ‘La La Land,’ ‘Dear White People: Season 1’"
2017,4,27,'Wonder Woman' director finds herself in rare summer role
2017,4,27,Theme parks: Comcast's under-the-radar growth driver
2017,4,26,McDonald's new dark gray uniforms prompt sci-fi comparisons
2017,4,26,Report: Jeff Goldblum signs on for 'Jurassic World' sequel
2017,4,25,Disney sets May 2019 release for 'Star Wars: Episode IX'
2017,4,24,"Amid wall-to-wall blockbusters, sands of summer are shifting"
2017,4,23,Marchers stand up worldwide for the value of science
2017,4,22,"At Death Valley, jets zip through narrow Star Wars Canyon, drawing visitors"
2017,4,22,"Oklahoman author, Texas dispute ownership of 'lunar Bibles'"
2017,4,22,Advocates fan out in global show of support for science
2017,4,21,Ex-karate teacher gets trial on murder solicitation charges
2017,4,21,A busy week for books: 21 author appearances to go see
2017,4,20,Amazon celebrates World Book Day with ‘free library’
2017,4,19,'Mississippi Grind' directors sign on for 'Captain Marvel'
2017,4,17,Box Office Top 20: 'Fast 8' snags global debut record
2017,4,16,Mark Hamill says he'd like to play George Lucas in a movie
2017,4,16,'Fast and the Furious' on road to record global debut
2017,4,16,"Roadside memorials a tricky matter for mourners, officials"
2017,4,16,"Solar eclipse mania spurs festivals, tours, sold-out hotels"
2017,4,14,Mark Hamill: Carrie Fisher Star Wars tribute is 'therapy'
2017,4,14,Watch: The first trailer for 'Star Wars: The Last Jedi' was released Friday Watch
2017,4,14,Watch: Mark Hamill does some Bad Lip Reading in spoof of 'Star Wars' Watch
2017,4,13,"Harrison Ford visit, Fisher tribute launch Star Wars anniversary event in Fla."
2017,4,12,US Sikhs launch ad campaign that looks to push back on hate View
2017,4,11,AP PHOTOS: Jet pilots put on thrilling show at remote canyon View
2017,4,11,Fighter jets put on thrilling show at narrow Star Wars Canyon
2017,4,9,Harry Potter play works magic with 9 wins at Olivier awards
2017,4,8,The Motley Fool: Useful tips on investing
2017,4,6,"Community calendar: festivals, fairs and more"
2017,4,6,"Now streaming: ‘Rogue One: A Star Wars Story,’ ‘The BFG’"
2017,4,4,Bertha’s breakthrough just ‘halftime’ for tunnel project Watch
2017,4,3,Box office top 20: 'Boss Baby' takes down Disney's 'Beauty'
2017,4,1,Boston Pops celebrate famed composer John Williams
2017,3,29,Nathan Hale phenom Michael Porter Jr. eager to team up with dad at Missouri
2017,3,28,"New on Video-on-Demand in April: ‘Rogue One: A Star Wars Story,’ ‘La La Land,’ ‘Hidden Figures’"
2017,3,27,Box Office Top 20: 'Beauty' adds $90.4 million in weekend 2
2017,3,26,David Crisp and Carlos Johnson first to say they're returning to UW men's basketball team
2017,3,25,"Reynolds and Fisher honored with humor, music and dance View"
2017,3,24,Harrison Ford was distracted by airliner turbulence when he landed on taxiway
2017,3,24,Harrison Ford says he was distracted when he flew over plane
2017,3,24,Disney CEO: 'Last Jedi' not changed due to Fisher's death
2017,3,23,Disney CEO Bob Iger gets contact extension to July 2019
2017,3,23,Debbie Reynolds' son says she prepared him for her death
2017,3,22,A pub crawl in charming Dingle on Ireland’s southwest coast
2017,3,22,"Box office reaches new record, but international sales flat"
2017,3,21,"In Republican 'burbs, Georgia election centers on a Democrat"
2017,3,20,'Beauty and the Beast' debut weekend earnings revised up
2017,3,16,"With British farce, J.J. Abrams makes his Broadway debut"
2017,3,15,"Danny Boyle, filmmaker who resists sequels, on ‘T2 Trainspotting’"
2017,3,14,‘Little Picasso’ draws admiration in Serbian camp
2017,3,14,"‘Guardians of the Galaxy’ to debut at Disneyland, with much more Marvel to come"
2017,3,13,'Little Picasso' draws admiration in squalid Serbian camp View
2017,3,9,Watch: Samuel L. Jackson re-creates his famous roles -- from 'Pulp Fiction' to 'Shaft' -- with James Corden Watch
2017,3,9,Samuel Jackson: Comments about black Brit actors not a slam
2017,2,27,Veteran catcher Carlos Ruiz has ‘instant credibility’ with Mariners
2017,2,25,Academy revokes '13 Hours' sound mixer's Oscar nomination
2017,2,25,"Song and dance, protest and politics to mingle at Oscars"
2017,2,22,"Oscars look to 'La La Land,' host Kimmel for ratings boost"
2017,2,22,"'Star Wars' Han Solo movie reveals first cast photo, release date"
2017,2,21,"Box Office Top 20: 'Lego Batman,' 'Fifty Shades' stay on top"
2017,2,20,Trump's proposed big military budget no sure thing
2017,2,18,"Robinson III, Gordon, Porzingis win NBA All-Star events View"
2017,2,18,Trump's plan for spike in defense spending faces big hurdles
2017,2,16,"For Gore Verbinski, a fresh start after 'Lone Ranger'"
2017,2,16,'Rogue One' stars among Academy Awards presenters
2017,2,13,"Box Office Top 20: 'Lego Batman,' 'Fifty Shades' open on top"
2017,2,13,"On a trip home, seeing Guatemala's grit and grandeur View"
2017,2,10,"Thousands of smartphone apps tested, and a handful with staying power"
2017,2,8,"In Oscar docs, an explosion of voice and style"
2017,2,8,Disney announces 2019 opening for Star Wars lands
2017,2,8,'Star Wars' to 'Casablanca': Pop culture quotes you've been saying wrong
2017,2,8,Disney CEO announces 2019 opening for Star Wars lands
2017,2,7,Military leaders say budget caps are crippling armed forces
2017,2,6,Box office top 20: Shyamalan's 'Split' stays no. 1 again
2017,2,6,"At Hasbro, the glass slipper is a perfect fit"
2017,2,5,"The Latest: After game, Hyundai airs ad filmed during game"
2017,2,4,Special-operations troop deaths rise as U.S. relies more on elite forces
2017,2,1,Pennsylvania groundhog's handlers: Phil predicts more winter View
2017,2,1,"Watch: Jon Stewart predicts Trump's next executive orders, mocks his ties Watch"
2017,1,31,WNBA trades open way for free agency to begin
2017,1,30,Box Office Top 20: 'A Dog's Purpose' is second to 'Split'
2017,1,29,"Financial crisis turned Wall Street lawyer into maker of movie, TV mementos"
2017,1,29,'A Dog's Purpose' opens to $18.4 million amid controversy
2017,1,27,"Sheridan, Huston, Ehrenreich go to war in 'The Yellow Birds'"
2017,1,27,The challenges female filmmakers face post-Sundance
2017,1,27,"To stand out at Super Bowl 51, ads are going for stunts"
2017,1,26,"Movie bargains: ‘Miss Sloane,’ ‘Groundhog Day,’ ‘The Girl on the Train’"
2017,1,24,Oscars 2017: The full list of nominees
2017,1,23,Woody Harrelson jokes about new role in Star Wars spinoff
2017,1,23,'The Last Jedi' revealed as title for 'Star Wars' VIII
2017,1,23,Everett-based Funko buys British collectibles company
2017,1,22,Some choice signs from the Womxn's March on Seattle
2017,1,22,Shyamalan's 'Split' rules inauguration weekend with $40.2M
2017,1,20,World jittery about Trump's 'America first' inaugural speech
2017,1,20,"Local ski resorts relishing recent snowfall, with more on the way"
2017,1,19,Sounders announce full preseason schedule
2017,1,17,Film about 1960s black mathematicians tops MLK weekend
2017,1,17,AP FACT CHECK: TV personality Sherri Shepherd isn't dead
2017,1,16,"Woody Harrelson goes live from London, talks 'Star Wars'"
2017,1,15,WNBA free agency begins
2017,1,15,"'Hidden Figures' keeps orbit at top; Affleck, Scorsese flop"
2017,1,13,No digitized Carrie Fisher in future ‘Star Wars’ films
2017,1,13,No plans to digitize Fisher in future 'Star Wars' films
2017,1,13,A distinctive home showcases collections with meaningful connections View
2017,1,11,10 (ish) films to look forward to in 2017 View
2017,1,11,Los Angeles beats San Francisco for George Lucas museum site
2017,1,11,Scientists claim new gibbon species — name it Skywalker
2017,1,10,Los Angeles beats San Francisco for George Lucas museum site
2017,1,10,Los Angeles wins out over San Francisco in fight for museum of 'Star Wars' creator George Lucas
2017,1,10,Debbie Reynolds' death certificate confirms stroke
2017,1,9,Carrie Fisher's death certificate confirms heart attack
2017,1,9,"Overrated or not, Streep's speech has galvanizing effect"
2017,1,9,'Hidden Figures' soars past 'Rogue One' to top box office
2017,1,8,Watch: Meryl Streep takes on Donald Trump in Golden Globes speech
2017,1,8,'Rogue One' tops box office for 4th straight week
2017,1,8,"Sleep, mom time and English rock on menu for Globe nominees"
2017,1,7,"James ‘Mad Dog’ Mattis, Trump’s defense secretary pick, always comes home to Richland, ‘this town that formed me’"
2017,1,6,"Reynolds, Fisher laid to rest at Hollywood Hills cemetery"
2017,1,6,HBO film on Reynolds and Fisher becomes unexpected memorial
2017,1,6,"‘Bright Lights’ review: HBO film profiles the complex bond between Carrie Fisher, Debbie Reynolds"
2017,1,5,Somber stars attend memorial for Reynolds-Fisher at compound View
2017,1,5,'Obama Out': President ending reign as pop culture king
2017,1,5,'Obama Out': President ending reign as pop culture king
2017,1,5,Fox News says Tucker Carlson to take Megyn Kelly time slot
2017,1,4,Seahawks receiver Doug Baldwin talks about Star Wars. Watch
2017,1,4,Which Seahawks player is like Darth Vader? Receiver Doug Baldwin gives his answer Watch
2017,1,3,"Box office top 20: 'Rogue One,' 'Sing' lead holiday frame"
2017,1,3,Astronauts' No. 1 New Year's resolution: Ace spacewalks
2017,1,2,George Lucas museum cliffhanger: LA or San Francisco? View
2017,1,2,'Rogue One' tops box office for third straight weekend
2016,12,31,"Animation, sequels and superheroes propel box office record"
2016,12,31,They loved her and she knows: Mardi Gras krewe honors Fisher View
2016,12,30,"Lightsabers raised, Seattle fans remember Princess Leia View"
2016,12,30,They loved her and she knows: Mardi Gras krewe honors Fisher View
2016,12,30,The week’s passages
2016,12,30,Debbie Reynolds and Carrie Fisher to be buried together
2016,12,30,"Goodnight, Carrie Fisher, the princess I was looking for"
2016,12,29,"Reynolds and Fisher up and down in life, together in death"
2016,12,29,"In 2016, a year of painful goodbyes and politics"
2016,12,29,Wife of 'Rogue One' star Ben Mendelsohn files for divorce
2016,12,29,"‘Say bye-bye, 2016’: It's that time for a movie year in rhyme"
2016,12,29,Dubious Achievements: Here’s to the best — and worst! — in movies from 2016 View
2016,12,29,A phone call from a Hollywood legend: Remembering Debbie Reynolds Watch
2016,12,29,‘Sgt. Pepper’s’-style homage to celebrity deaths of 2016 runs out of space
2016,12,28,"Debbie Reynolds, star of ‘Singin’ in the Rain,’ dies a day after daughter Carrie Fisher’s death View"
2016,12,28,Online petitions take citizen participation to new levels
2016,12,28,Reports: Debbie Reynolds hospitalized in Los Angeles
2016,12,28,Fans create impromptu Hollywood star for Carrie Fisher
2016,12,28,Fans create impromptu Walk of Fame star for Carrie Fisher
2016,12,27,'Rogue One' tops holiday weekend box office with $96.1M
2016,12,27,"We loved her as Princess Leia, but Carrie Fisher was great in so much more Watch"
2016,12,27,"‘Star Wars’ actor Carrie Fisher, known for acerbic comic flair, dies at 60"
2016,12,27,"In 2016, politics dominated our pop culture — and vice versa"
2016,12,26,'Rogue One' tops new releases to dominate holiday box office
2016,12,26,Final goodbye: Roll call of some of those who died in 2016
2016,12,25,Facebook displays ruthless genius in copying innovations: Gadfly
2016,12,25,"Carrie Fisher in stable condition, Debbie Reynolds says"
2016,12,24,Best wishes flow in for 'Star Wars' star Carrie Fisher
2016,12,23,Carrie Fisher in intensive care after emergency on flight
2016,12,23,Correction: Carrie Fisher story
2016,12,23,Carrie Fisher's brother says actress is in stable condition
2016,12,23,Carrie Fisher hospitalized after ‘cardiac episode’ on plane
2016,12,23,A new Christmas classic? Chewbacca roars out 'Silent Night'
2016,12,23,Sci-fi fans can use these apps to tap into The Force
2016,12,23,Watch: Just what we all need -- Chewbacca sings 'Silent Night' Watch
2016,12,23,"Migrant families ‘hold a special place in my heart,’ says teen behind toy drive"
2016,12,21,Lin-Manuel Miranda named AP Entertainer of the year
2016,12,19,Business Highlights
2016,12,19,'Rogue One' blasts to top of box office with $155 million
2016,12,19,Welcome to the 2016 serving of ‘Ham for the Holidays’
2016,12,18,'Rogue One' soars to second-best December debut with $155M
2016,12,16,'Rogue One' takes off with $29 million opening night
2016,12,16,7 movies open the week of Dec. 16: Here’s how they rate
2016,12,15,"Movie bargains: ‘Storks,’ ‘Elf,’ ‘Boo! A Madea Halloween’"
2016,12,15,"UVA to honor Muslim soldier, graduate who died in combat"
2016,12,15,An international 'Rogue One' cast for a new 'Star Wars' era
2016,12,15,'Ocean’s 11' in space?: What critics are saying about 'Rogue One: A Star Wars Story'
2016,12,15,"Community calendar: festivals, fairs and more"
2016,12,14,Final goodbye: Roll call of some of those who died in 2016 View
2016,12,13,"Trains, Santa, Kwanzaa and more: 6 events, exhibitions at Seattle-area museums"
2016,12,13,"In 2016, politics dominated our pop culture — and vice versa View"
2016,12,13,Felicity Jones joins ranks of classic Star Wars heroines
2016,12,13,‘Rogue One: A Star Wars Story’ review: a rousing yet dark episode Watch
2016,12,12,Early audience reactions from 'Rogue One' premiere View
2016,12,11,"'Moana's reigns, 'La La Land' sings in limited release"
2016,12,11,Early audience reactions from 'Rogue One' premiere View
2016,12,10,"Funko is growing by leaps and bounds, thanks to Spider-Man, Maleficent and friends"
2016,12,8,'Rogue One' moves 'Star Wars' forward by going back
2016,12,8,Katie Holmes probes mom-daughter bond in directorial debut
2016,12,6,Drake tops iTunes' year-end music lists
2016,12,4,Carter confident his successor will be ready to take command
2016,12,4,"Leftovers 'Moana,' 'Fantastic Beasts' rule box office again"
2016,12,3,"""Rogue One"" director Gareth Edwards has a cameo in the film"
2016,12,3,Disney teases 28 minutes of 'Star Wars' spinoff 'Rogue One'
2016,12,3,'This means war' — New AP book draws on Pearl Harbor reports
2016,12,2,Wacky gifts for the tech-savvy person who has everything
2016,12,2,Trump to nominate retired Gen. James Mattis to lead Pentagon
2016,12,1,"Trump to nominate Washington native, retired Gen. James Mattis, to lead Pentagon"
2016,11,27,'Moana' cruises with $81.1M Thanksgiving weekend
2016,11,24,"After the turkey, some hit the shops to start holiday season"
2016,11,23,Australian 'Star Wars' actor Peter Sumner dies at 74
2016,11,23,Tis the season of movies: get excited about these new films
2016,11,20,AP: Too quiet on the set; filming accidents often go untold View
2016,11,20,Q&A: Target's chief merchandising officer Mark Tritton
2016,11,16,Carrie Fisher reveals 'Star Wars' affair with Harrison Ford
2016,11,15,GOP governors hope to move fast on making promised changes View
2016,11,15,Beauty & the Beast is a tale as old as time — with surprises
2016,11,11,Murphy Oil sinks along with crude; Nvidia soars
2016,11,10,Business Highlights
2016,11,10,Disney embraces streaming as ratings sag
2016,11,10,Supervisors say George Lucas museum belongs in Los Angeles
2016,11,9,Syrian teens tell UNICEF envoy Liam Neeson about tough exile View
2016,11,6,Awards-season campaigning underway at Hollywood Film Awards View
2016,10,27,Correction: Twitter-In Need Of Change story
2016,10,25,'Atlanta' memes give cast member Brian Tyree Henry the feels
2016,10,24,General Mills milks Girl Scout Cookie popularity with cereal
2016,10,23,Toy companies break down barriers to be more inclusive
2016,10,21,Donald Glover cast as Lando Calrissian in Han Solo film
2016,10,20,Toy companies break down barriers to be more inclusive
2016,10,18,Robotic scan for horses could hold promise for human health
2016,10,17,Sexy costumes are out; Pokemon is in this Halloween
2016,10,16,"LEADING OFF: Bauer, Indians take 2-0 ALCS lead into Toronto"
2016,10,16,Cleveland's Bauer brings drone to news conference
2016,10,13,Watch the final trailer for 'Rogue One: A Star Wars Story' Watch
2016,10,13,"Obama's favorite sci-fi films include '2001,' 'Blade Runner'"
2016,10,12,Business Highlights
2016,10,12,Film firm fined over Harrison Ford 'Star Wars' set accident
2016,10,9,"Voters call debate 'cringe worthy,' some won't cast ballot View"
2016,10,7,Forest Whitaker joins 'Black Panther' cast
2016,10,6,"Community calendar: festivals, fairs and more"
2016,10,5,Vuitton gives star-filled happy ending to dark Paris season View
2016,10,3,Pittsburgh symphony strike cancels events through Oct. 27
2016,10,3,Drone footage reveals Bertha’s exit point as the boring machine reaches halfway point Watch
2016,10,3,Rockwell museum gets $1.5M grant from 'Star Wars' creator
2016,10,2,SpaceX founder Musk endeavors to find perfect starship name
2016,10,2,‘Star Wars’ troopers march to museum
2016,9,30,A topical disc from rock 'n' roll's Southern conscience
2016,9,30,SpaceX's Elon Musk turns to science fiction for Mars ship View
2016,9,28,"Stars expose problems, seek solutions on 'America Divided'"
2016,9,28,Savvy strategy for betting on a fad also considers its end
2016,9,27,"Shimon Peres witnessed Israel's history, and shaped it View"
2016,9,27,Debate Takeaways: Clinton gets under Trump's skin in debate
2016,9,26,Debate takeaways: Clinton gets under Trump's skin in debate
2016,9,26,Sept. 26 TV Picks: ‘Kevin Can Wait’ on CBS
2016,9,24,Saving the big box: Inside the plan to revive Toys R Us
2016,9,22,Shareblue galvanizes Twitter army to voice outrage on Clinton’s behalf
2016,9,21,"3 years after '12 Years,' Nyong'o's face is back on screen View"
2016,9,18,"The Latest: Emmy winners wined, dined at Governor's Ball View"
2016,9,17,Get thee to a theater: 2016-17 promises a hot season for Seattle stages Watch
2016,9,16,'Fifty Shades' trailer breaks 'Force Awakens' record online
2016,9,16,Force Awakened: Man in Darth Vader garb slays galaxy garbage
2016,9,16,Force Awakened: Man in Darth Vader garb slays galaxy garbage
2016,9,15,Service chiefs urge lawmakers to avoid return of budget caps View
2016,9,15,'South Park' mocks anthem controversy in season premiere
2016,9,14,"Disney closes Bellevue game studio, lays off 61"
2016,9,14,'Star Wars' films land at Turner networks in exclusive deal
2016,9,13,‘Training’ gets new meaning for runners
2016,9,10,The Motley Fool: Useful tips on investing
2016,9,10,"As Seahawks season opens on 9/11 anniversary, nation wonders: What forms of protest are patriotic?"
2016,9,8,"‘Star Trek’ theme song has lyrics? Yes, it does"
2016,9,8,Live long and prosper: 'Star Trek' turns 50
2016,9,6,New study finds inequality unchanged in Hollywood
2016,9,4,'Don't Breathe' tops box office again over Labor Day weekend
2016,9,2,"50 years on, ‘Star Trek’ endures"
2016,9,2,Fall Movie Preview: Highlights from September to December View
2016,9,1,"Bargains, outdoor movies: ‘Lights Out,’ ‘Star Wars: The Force Awakens,’ ‘Nine Lives’"
2016,8,30,10 things to look forward to at the movies this fall View
2016,8,29,Kaepernick's decision to sit through anthem scrutinized
2016,8,26,"Meet octobot, a soft-bodied robot that looks like the future"
2016,8,26,UW gymnastics coach Elise Ray in good place after overcoming Olympic disappointment
2016,8,25,"Bargains, outdoor movies: ‘Absolutely Fabulous,’ ‘Gleason,’ ‘Labyrinth’"
2016,8,23,"Parrot that can do wolf whistle, sounds like R2-D2 is on lam"
2016,8,22,Disabled California man seeks to have voting rights restored
2016,8,22,Mark Hamill supports terminally ill 'Star Wars' fan
2016,8,21,Donald Trump’s roots: a German immigrant saga that runs through the Northwest
2016,8,18,See Disney’s ‘Frozen’ in the park; ‘Thelma & Louise’ back on screens for anniversary
2016,8,15,Monday TV Picks: ‘Major Crimes’ summer run
2016,8,13,"Kenny Baker, who played R2-D2 in 'Star Wars,' dead at 81"
2016,8,11,It’s playtime at MOHAI’s toy exhibit View
2016,8,9,Disney's movie hits overshadow lackluster TV results
2016,8,5,Will truce in swimsuit wars carry on past Rio Olympics?
2016,8,4,Kiefer Sutherland's next act; 'black-ish' aims for everyone View
2016,8,4,New ABC chief: seeking diversity in 'Bachelor' franchise
2016,8,4,Daisy Ridley off Instagram after anti-violence post
2016,8,4,"Bargains, outdoor movies: ‘Captain America,’ ‘The Lobster,’ ‘Finding Nemo’"
2016,8,3,Fly me to the moon: Feds OK private firm's lunar flight plan
2016,8,3,"Trump, magnet for discord and disruption, outdoes himself this week"
2016,8,2,Trump accepts a Purple Heart amid veteran controversy
2016,8,2,San Francisco's northernmost suburb? Tales of Seattle housing and real estate
2016,8,2,Quotations in the News
2016,8,1,Military families to Trump: Apologize for comments to Khans
2016,8,1,Criticism grows for Trump's assailing of Muslim vet's family
2016,7,31,"Timberlake, Alba bring seriousness to Teen Choice Awards View"
2016,7,29,Romanian students celebrate Microsoft Imagine Cup victory
2016,7,29,"Yes, Harrison Ford uses checklists when he flies"
2016,7,28,"Yes, Harrison Ford uses checklists when he flies"
2016,7,28,"Bargains / outdoor movies: ‘Indiana Jones,’ ‘Conjuring 2,’ ‘Aladdin’"
2016,7,27,Creator of Broadway hit 'Hamilton' visits Puerto Rico
2016,7,26,"Prosthetic leg stolen from boy, 4, at California beach"
2016,7,26,Film company guilty in 'Star Wars' accident that broke Harrison Ford's leg
2016,7,25,Wish granted: garbage man for a day to sick Sacramento boy
2016,7,24,Breaking down the gender stereotypes in kids' clothing
2016,7,20,"Comic-Con launches with preview night, 'Trek' premiere View"
2016,7,19,John Williams greets 'Star Wars' musicians outside home
2016,7,19,Seattle filmmaker’s movie gets national release
2016,7,19,Netflix’s ‘Stranger Things’ is creepy <em>and</em> sweet
2016,7,19,'Star Trek Beyond' gracefully finds orbit amid tragedy
2016,7,19,Live from the RNC: Donald Trump officially nominated as Republican candidate for president Watch
2016,7,18,John Williams greets 'Star Wars' musicians outside home
2016,7,16,Amazon's Jeff Bezos gets cameo in new 'Star Trek' film
2016,7,15,Hollywood reacts to 'Pokemon Go' craze
2016,7,14,AP EXCLUSIVE: Militant with US bounty walks free in Pakistan View
2016,7,13,July 15 TV Picks: ‘The Great British Baking Show’ on KCTS
2016,7,12,"Toilet bowl night light, anyone? 7 unusual deals spotted on Prime Day View"
2016,7,9,Seattle-area Somali community unites to embrace state’s new child-care standards
